day,status,provider,positions
2026-04-10,empty,archive,0
2026-04-11,completed,archive,559
2026-04-12,completed,archive,97
2026-04-13,empty,archive,0
2026-04-14,completed,archive,9
2026-04-15,empty,archive,0
2026-04-16,empty,archive,0
2026-04-17,empty,archive,0
2026-04-18,completed,archive,8
2026-04-19,completed,archive,595
2026-04-20,empty,archive,0
2026-04-21,empty,archive,0
2026-04-22,completed,archive,661
2026-04-23,completed,archive,596
2026-04-24,empty,archive,0
2026-04-25,empty,archive,0
2026-04-26,empty,archive,0
2026-04-27,empty,archive,0
2026-04-28,completed,archive,838
2026-04-29,completed,archive,736
2026-04-30,empty,archive,0
2026-05-01,empty,archive,0
2026-05-02,empty,archive,0
2026-05-03,empty,archive,0
2026-05-04,completed,archive,1089
2026-05-05,unavailable,archive,0
2026-05-06,unavailable,archive,0
2026-05-07,unavailable,archive,0
2026-05-08,empty,archive,0
2026-05-09,empty,archive,0
2026-05-10,completed,archive,1123
2026-05-11,completed,archive,1142
2026-05-12,empty,archive,0
2026-05-13,empty,archive,0
2026-05-14,completed,archive,582
2026-05-15,completed,archive,649
2026-05-16,empty,archive,0
2026-05-17,completed,archive,543
2026-05-18,empty,archive,0
2026-05-19,completed,archive,786
2026-05-20,empty,archive,0
2026-05-21,completed,archive,3020
2026-05-22,completed,archive,1320
2026-05-23,completed,archive,1982
2026-05-24,empty,archive,0
2026-05-25,completed,archive,521
2026-05-26,completed,archive,998
2026-05-27,completed,archive,2890
2026-05-28,completed,archive,2140
2026-05-29,empty,archive,0
2026-05-30,empty,archive,0
2026-05-31,empty,archive,0
2026-06-01,empty,archive,0
2026-06-02,completed,archive,806
2026-06-03,completed,archive,846
2026-06-04,empty,archive,0
2026-06-05,completed,archive,1878
2026-06-06,completed,archive,1645
2026-06-07,empty,archive,0
2026-06-08,completed,archive,645
2026-06-09,empty,archive,0
2026-06-10,completed,archive,210
2026-06-11,unavailable,archive,0
2026-06-12,completed,archive,415
2026-06-13,completed,archive,865
2026-06-14,empty,archive,0
2026-06-15,completed,archive,801
2026-06-16,empty,archive,0
2026-06-17,empty,archive,0
2026-06-18,empty,archive,0
2026-06-19,empty,archive,0
2026-06-20,empty,archive,0
2026-06-21,empty,archive,0
2026-06-22,empty,archive,0
2026-06-23,empty,archive,0
2026-06-24,empty,archive,0
2026-06-25,empty,archive,0
2026-06-26,empty,archive,0
2026-06-27,empty,archive,0
2026-06-28,empty,archive,0
2026-06-29,empty,archive,0
2026-06-30,empty,archive,0
2026-07-01,empty,archive,0
2026-07-02,empty,archive,0
2026-07-03,empty,archive,0
2026-07-04,empty,archive,0
2026-07-05,empty,archive,0
2026-07-06,empty,archive,0
2026-07-07,empty,archive,0
2026-07-08,empty,archive,0
2026-07-09,completed,archive,1797
2026-07-10,completed,archive,1015
2026-07-11,empty,archive,0
2026-07-12,empty,archive,0
2026-07-13,completed,archive,625
2026-07-14,empty,archive,0
2026-07-15,completed,archive,639
2026-07-16,empty,archive,0
2026-07-17,empty,archive,0
2026-07-18,empty,archive,0
2026-07-19,empty,archive,0
2026-07-20,empty,archive,0
2026-07-21,empty,archive,0
2026-07-22,empty,archive,0
2026-07-23,empty,archive,0
2026-07-24,empty,archive,0
2026-07-25,empty,archive,0
2026-07-26,empty,archive,0
2026-07-27,empty,archive,0
2026-07-28,empty,archive,0
2026-07-29,empty,archive,0
2026-07-30,empty,archive,0
2026-07-31,empty,archive,0
2026-08-01,completed,adsblol,0
2026-08-02,empty,archive,0
2026-08-03,empty,archive,0
2026-08-04,empty,archive,0
2026-08-05,empty,archive,0
2026-08-06,empty,archive,0
2026-08-07,completed,archive,1574
2026-08-08,empty,archive,0
2026-08-09,empty,archive,0
2026-08-10,empty,adsblol,0
2026-08-11,empty,archive,0
2026-08-12,empty,archive,0
2026-08-13,empty,adsblol,0
2026-08-14,empty,adsblol,0
2026-08-15,empty,adsblol,0
2026-08-16,empty,adsblol,0
2026-08-17,empty,archive,0
2026-08-18,empty,adsblol,0
2026-08-19,completed,archive,3177
2026-08-20,empty,adsblol,0
2026-08-21,empty,archive,0
2026-08-22,empty,adsblol,0
2026-08-23,empty,adsblol,0
2026-08-24,empty,archive,0
2026-08-25,empty,archive,0
2026-08-26,empty,archive,0
2026-08-27,empty,archive,0
2026-08-28,completed,archive,818
2026-08-29,unavailable,archive,0
